Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Total Claim Amount,Vehicle Class
ES87355,Oregon,F,Bachelor,7564.611951,48381,63,0,Personal Auto,302.4,Two-Door Car
EZ85603,Arizona,F,College,11631.87866,0,152,0,Personal Auto,1082.814636,SUV
YJ96611,Arizona,F,High School or Below,7180.283897,0,104,0,Special Auto,1210.245916,Sports Car
UB18338,Oregon,M,Bachelor,12168.74492,14973,115,0,Personal Auto,828,SUV
TF67147,Oregon,F,Bachelor,2248.449633,24910,63,1,Personal Auto,347.857619,Four-Door Car
FY83287,Washington,M,Doctor,2530.332,50577,63,0,Personal Auto,12.444326,Two-Door Car
JO11457,Oregon,M,High School or Below,4653.094259,0,70,1,Personal Auto,585.482275,Two-Door Car
BS94221,Arizona,F,College,2354.322179,26184,62,0,Special Auto,297.6,Two-Door Car
CB64729,Nevada,M,Bachelor,8417.159538,20215,112,0,Personal Auto,537.6,Four-Door Car
XB32430,California,M,Bachelor,5717.743109,68342,72,0,Personal Auto,148.738098,Four-Door Car
LN43251,Oregon,M,High School or Below,4623.536706,0,133,0,Personal Auto,957.6,SUV
BX20227,Oregon,F,College,6521.368813,72608,82,3,Personal Auto,393.6,Four-Door Car
PC12390,Nevada,M,Master,5507.155471,74960,69,1,Corporate Auto,107.985836,Four-Door Car
XQ44462,Oregon,M,College,2674.730716,56342,69,0,Corporate Auto,331.2,Four-Door Car
GF59560,Oregon,F,College,5817.832355,86824,72,0,Personal Auto,189.096179,Four-Door Car
FE67098,Nevada,M,College,4646.387267,37530,117,0,Personal Auto,561.6,SUV
LO98108,Oregon,M,Bachelor,2226.589837,0,62,0,Personal Auto,297.6,Two-Door Car
SP94430,California,F,Bachelor,7651.099258,53330,65,0,Personal Auto,224.093027,Four-Door Car
SH44158,Oregon,M,Bachelor,2305.056048,0,63,0,Special Auto,327.685301,Four-Door Car
WY41435,Nevada,F,College,11960.47577,52436,76,0,Personal Auto,109.476994,Four-Door Car
MR77933,Arizona,F,Bachelor,11315.20373,11885,101,0,Personal Auto,484.8,Four-Door Car
WJ38827,Oregon,M,High School or Below,7212.523911,0,97,0,Corporate Auto,498.779439,Two-Door Car
TM33419,Washington,F,College,5255.576016,44536,137,1,Personal Auto,46.949646,SUV
QF91596,Nevada,F,Bachelor,4794.96419,82763,61,0,Personal Auto,245.163042,Four-Door Car
DB16336,Nevada,F,College,2659.70565,0,87,3,Corporate Auto,420.041981,Four-Door Car
BX35013,Arizona,F,Master,27643.23508,63401,113,0,Personal Auto,52.336233,SUV
JB20891,Arizona,F,High School or Below,10083.48688,11828,90,0,Personal Auto,571.479602,Four-Door Car
WE68750,Oregon,M,Bachelor,5687.897911,99747,72,0,Corporate Auto,61.536107,Two-Door Car
RN65450,California,M,College,3059.426954,0,88,0,Personal Auto,633.6,Four-Door Car
BW79345,Nevada,F,High School or Below,4945.072236,78796,61,0,Personal Auto,292.8,Two-Door Car
OZ64384,Oregon,F,Bachelor,8609.158215,79090,107,0,Personal Auto,289.040734,SUV
KV99077,Nevada,M,College,5157.053124,43906,65,0,Personal Auto,468,Two-Door Car
NY24020,Arizona,M,High School or Below,3748.99343,82189,94,0,Personal Auto,354.081091,Two-Door Car
CJ81799,Oregon,F,College,7462.926263,70263,93,0,Personal Auto,7.345946,Two-Door Car
QI69873,Washington,M,Master,15063.50118,19132,207,0,Personal Auto,1008.569798,Luxury Car
VC70716,Arizona,M,High School or Below,9657.579498,0,131,0,Corporate Auto,628.8,SUV
ZB88708,Nevada,M,Master,2799.470318,78127,69,0,Personal Auto,136.172569,Four-Door Car
XG64081,Arizona,M,Bachelor,2759.978287,92296,69,0,Personal Auto,331.2,Two-Door Car
ZZ35218,Oregon,M,Doctor,5392.499539,0,74,0,Corporate Auto,317.109447,Two-Door Car
KA95976,California,F,High School or Below,5392.502531,80550,68,3,Personal Auto,265.516965,Four-Door Car
TF23305,Arizona,F,College,3574.990725,51950,89,0,Personal Auto,429.171384,Two-Door Car
TU72516,Oregon,F,College,5608.172012,20392,73,0,Personal Auto,350.4,Four-Door Car
DM16101,Washington,F,College,4754.653816,30886,61,0,Special Auto,8.315904,Four-Door Car
UF93725,Oregon,M,Bachelor,2239.647297,0,66,0,Personal Auto,475.2,Four-Door Car
IH62666,California,F,Bachelor,7356.383518,33089,61,0,Personal Auto,292.8,Four-Door Car
FG23952,Oregon,M,College,13283.86446,0,132,0,Personal Auto,950.4,SUV
NH85248,Arizona,M,College,6893.171997,0,68,0,Corporate Auto,326.4,Two-Door Car
XO75323,California,M,College,3966.129505,72439,100,1,Personal Auto,480,SUV
FX78901,Oregon,F,Bachelor,16548.85665,81639,82,0,Special Auto,47.952426,Four-Door Car
KG40352,Oregon,F,College,5447.201066,68815,68,0,Personal Auto,114.743385,Four-Door Car
GX27974,California,F,College,4644.90392,0,63,0,Personal Auto,94.958688,Four-Door Car
ST31207,California,F,Bachelor,5318.89664,25134,67,0,Personal Auto,321.6,Four-Door Car
VC64410,Arizona,F,High School or Below,2491.257604,25965,65,0,Personal Auto,329.206567,Four-Door Car
YO49328,Arizona,M,High School or Below,12296.49757,55193,105,1,Personal Auto,504,SUV
KP10993,California,F,College,6273.911874,18577,86,0,Personal Auto,412.8,Four-Door Car
FR15853,Nevada,M,High School or Below,6366.225775,44368,80,0,Corporate Auto,384,Two-Door Car
BR13613,Oregon,M,College,6005.847375,13528,86,0,Personal Auto,412.8,Four-Door Car
MM27192,Oregon,F,Master,11981.98481,21514,62,0,Personal Auto,257.248789,Two-Door Car
HI36042,California,M,High School or Below,11885.96797,0,105,0,Personal Auto,756,SUV
GT89774,Arizona,F,Bachelor,17109.39447,87139,213,0,Personal Auto,363.865389,Luxury SUV
SB83749,California,M,High School or Below,4717.62873,20355,61,1,Personal Auto,439.2,Four-Door Car
WE77831,California,M,Bachelor,4778.682644,0,73,2,Personal Auto,350.4,Four-Door Car
HM21382,Washington,M,Bachelor,2402.333284,46210,61,3,Personal Auto,439.2,Two-Door Car
ML10022,Nevada,F,College,13197.92893,0,68,3,Personal Auto,326.4,Four-Door Car
QJ65472,California,M,High School or Below,29232.69297,28613,114,0,Personal Auto,820.8,Four-Door Car
TZ71391,Oregon,M,Master,8509.850887,26057,74,0,Personal Auto,523.888845,Four-Door Car
AS62048,Arizona,M,Bachelor,4774.379355,0,73,0,Personal Auto,525.6,Four-Door Car
PL14941,Nevada,F,High School or Below,9113.694323,76700,112,0,Personal Auto,322.046658,Four-Door Car
LK87874,Nevada,F,Bachelor,7663.871432,0,109,0,Personal Auto,523.2,SUV
NK53938,Oregon,M,Master,2599.968438,45181,65,0,Personal Auto,312,Four-Door Car
VF96109,Oregon,M,High School or Below,8819.018934,99845,110,1,Personal Auto,528,SUV
IV32877,Oregon,M,Bachelor,6857.519928,0,101,0,Personal Auto,1021.719397,SUV
EE96187,Oregon,F,High School or Below,7109.341438,92423,88,0,Personal Auto,404.243868,Four-Door Car
FJ31683,Washington,F,Doctor,2842.822337,43793,71,0,Personal Auto,16.150175,Four-Door Car
ON90223,Washington,M,College,12846.4477,93210,107,2,Personal Auto,513.6,SUV
SC70396,Oregon,M,Bachelor,3498.773857,58484,88,1,Personal Auto,43.542559,Two-Door Car
WF44706,Oregon,M,High School or Below,6005.214792,26876,76,0,Personal Auto,364.8,Four-Door Car
CF15252,Arizona,F,Bachelor,4344.524462,48054,109,0,Personal Auto,523.2,SUV
DG51590,Arizona,F,Bachelor,25401.51859,36800,91,0,Personal Auto,236.63519,Two-Door Car
LE12782,Arizona,M,College,4466.977478,28663,61,4,Personal Auto,292.8,Four-Door Car
LD98568,California,F,College,7849.125533,54431,97,0,Personal Auto,284.49502,Four-Door Car
WX92363,Washington,F,Bachelor,4250.775183,27608,108,0,Personal Auto,308.953614,SUV
KX57885,California,M,Bachelor,6073.241952,22103,89,1,Personal Auto,427.2,Four-Door Car
XI30683,Arizona,M,College,6729.867925,0,103,0,Personal Auto,741.6,SUV
TM13510,Arizona,M,Doctor,2588.860221,46168,65,0,Personal Auto,312,Four-Door Car
LU95652,Oregon,M,College,7305.936433,83221,91,0,Personal Auto,14.386157,Four-Door Car
OD45969,California,M,Bachelor,8531.401125,98677,105,0,Personal Auto,108.025547,Four-Door Car
MU96709,California,F,High School or Below,8618.295865,46379,72,0,Corporate Auto,345.6,Four-Door Car
KX55910,Oregon,F,College,4957.033603,62803,62,0,Personal Auto,400.959425,Two-Door Car
KE10223,California,M,Bachelor,12255.12414,0,177,0,Personal Auto,1274.4,SUV
QS29824,Nevada,M,College,9624.938903,0,134,0,Personal Auto,964.8,SUV
OF12725,California,F,Bachelor,7080.131872,28139,97,2,Personal Auto,465.6,Four-Door Car
WE52840,Arizona,F,College,7053.302737,52982,89,0,Corporate Auto,31.356274,Four-Door Car
OJ65117,Oregon,F,Bachelor,5365.54161,77095,68,1,Personal Auto,461.841879,Four-Door Car
FC52000,Oregon,F,College,4306.55935,26322,111,2,Corporate Auto,180.346146,SUV
IN57582,California,F,College,5970.816921,25125,81,1,Corporate Auto,583.2,Four-Door Car
UY13430,Oregon,F,High School or Below,8879.790017,52583,113,0,Special Auto,528.20086,SUV
PD66941,Arizona,M,Bachelor,4458.113369,17622,65,1,Personal Auto,312,Four-Door Car
IB36843,California,M,Master,5565.892477,90607,70,0,Personal Auto,311.514116,Four-Door Car
VE51810,Arizona,M,Bachelor,5813.242121,42795,73,0,Personal Auto,350.4,Four-Door Car
RX50446,Arizona,F,High School or Below,8365.963454,27042,110,0,Personal Auto,1263.325007,Four-Door Car
TK22471,Oregon,M,College,7275.921106,27984,62,1,Personal Auto,445.361629,Four-Door Car
YR85283,Nevada,F,High School or Below,15083.78498,26021,126,0,Personal Auto,331.847478,SUV
WH83589,Arizona,F,High School or Below,8458.912476,25448,71,0,Personal Auto,345.022359,Four-Door Car
NM40177,California,M,Bachelor,8010.968982,52009,68,0,Personal Auto,250.416569,Four-Door Car
UV44069,Oregon,F,High School or Below,2514.428561,23504,69,0,Corporate Auto,374.399828,Two-Door Car
CO25601,Washington,M,High School or Below,4112.625047,0,71,3,Personal Auto,569.761582,Four-Door Car
IS58493,Oregon,M,Master,4369.697742,40774,110,1,Personal Auto,394.968488,Sports Car
YF54705,Nevada,M,College,7356.010439,36812,92,1,Personal Auto,392.695097,Two-Door Car
ES66762,Oregon,F,Bachelor,10656.88195,72540,88,0,Personal Auto,631.743039,Two-Door Car
CX85598,Arizona,M,Bachelor,5365.975978,51240,70,2,Personal Auto,283.849464,Four-Door Car
QF74806,California,M,College,6047.02516,20396,76,1,Personal Auto,364.8,Four-Door Car
LO17461,Arizona,F,High School or Below,2885.742441,35654,72,0,Personal Auto,515.122954,Two-Door Car
KW95891,Oregon,F,High School or Below,2635.148447,93884,65,0,Personal Auto,312,Four-Door Car
YR45605,Oregon,F,Bachelor,2413.888405,0,68,0,Personal Auto,379.209349,Four-Door Car
OW83209,Nevada,M,Bachelor,8341.929905,30344,107,0,Personal Auto,342.832065,SUV
AT86990,Arizona,F,Bachelor,2487.256248,28738,62,0,Personal Auto,81.609951,Two-Door Car
CW80905,Nevada,M,High School or Below,9212.613275,70958,115,0,Personal Auto,115.400119,Sports Car
TK65222,California,M,Bachelor,16407.66461,22103,109,0,Personal Auto,160.338007,Four-Door Car
FQ89652,Oregon,F,College,7017.145586,0,103,0,Special Auto,741.6,SUV
PH70685,California,F,Bachelor,5481.502923,70795,68,0,Corporate Auto,177.948654,Four-Door Car
AP34711,Arizona,F,Master,10382.38098,32821,129,0,Personal Auto,25.89566,SUV
AZ31562,Arizona,M,College,5498.940679,22520,73,0,Personal Auto,350.4,Four-Door Car
VU87728,Nevada,M,High School or Below,4846.322223,0,72,0,Personal Auto,518.4,Four-Door Car
XX34879,Oregon,M,College,14718.11779,56263,93,0,Corporate Auto,446.4,Four-Door Car
GG91020,Nevada,M,Bachelor,9656.759549,0,72,0,Personal Auto,345.6,Four-Door Car
RO58812,California,M,College,4466.101762,0,64,0,Personal Auto,307.2,Four-Door Car
GU29647,Oregon,M,Bachelor,21423.63723,0,65,0,Personal Auto,312,Two-Door Car
QF66202,Nevada,M,College,2531.73969,31993,66,1,Personal Auto,39.627399,Four-Door Car
GB44176,Arizona,M,College,8378.357502,40994,106,0,Personal Auto,60.227339,Four-Door Car
RH70194,Nevada,M,Bachelor,5093.007525,29638,64,0,Personal Auto,307.2,Four-Door Car
TL40288,Oregon,F,College,13352.56134,0,119,0,Personal Auto,729.595208,Four-Door Car
VZ70667,Oregon,F,College,14206.98091,26056,73,0,Personal Auto,355.558088,Four-Door Car
GK21260,Oregon,F,Doctor,10232.85415,22821,131,0,Personal Auto,740.05751,SUV
GS92994,Washington,F,College,15435.68882,84581,96,0,Personal Auto,4.334425,Four-Door Car
KI91500,California,F,High School or Below,8641.046574,22193,74,0,Personal Auto,415.535724,Two-Door Car
TL51969,Washington,M,Bachelor,7334.915821,30969,63,1,Personal Auto,358.225234,Two-Door Car
NR16284,California,F,College,7462.926263,70263,93,0,Personal Auto,7.345946,Two-Door Car
MA68039,California,M,High School or Below,3635.028312,35056,96,3,Personal Auto,460.8,Two-Door Car
ZI51939,Oregon,M,College,5525.836623,73435,69,0,Corporate Auto,331.2,Two-Door Car
NX93393,Oregon,M,High School or Below,4335.353131,86096,108,0,Corporate Auto,518.4,Two-Door Car
SE30128,California,M,High School or Below,4832.117309,0,139,0,Personal Auto,1000.8,SUV
VT78222,Oregon,M,Master,9267.920019,55808,116,0,Personal Auto,551.413755,SUV
AH17051,California,M,Bachelor,14700.49784,29695,94,0,Personal Auto,554.143798,Four-Door Car
NC76877,California,F,Bachelor,4905.127076,88043,61,0,Corporate Auto,188.717606,Four-Door Car
JD71348,California,M,College,7289.297853,60875,92,0,Personal Auto,410.846025,Four-Door Car
DR88293,Arizona,M,Bachelor,8478.824155,0,77,0,Personal Auto,12.603783,Four-Door Car
ZB23962,Oregon,M,High School or Below,7952.836873,0,118,0,Personal Auto,849.6,SUV
JO90877,Washington,F,Bachelor,2869.997625,70974,71,0,Personal Auto,340.8,Four-Door Car
IR45546,Oregon,F,Bachelor,10529.84867,37518,131,0,Special Auto,472.850932,Sports Car
LO99872,Oregon,M,College,5497.659883,28128,70,0,Personal Auto,336,Two-Door Car
CW16221,Oregon,F,Bachelor,7090.468528,45254,93,3,Corporate Auto,446.4,Four-Door Car
UU92753,Oregon,F,Doctor,26416.25478,85537,108,0,Personal Auto,285.276083,SUV
WH63678,Oregon,M,Master,2727.682464,74608,68,1,Corporate Auto,407.68374,Four-Door Car
TE31876,California,F,High School or Below,11814.53241,41004,102,3,Personal Auto,489.6,Sports Car
MU59158,Arizona,F,Master,4090.750678,38884,102,0,Personal Auto,423.819864,Two-Door Car
LV57595,California,F,Master,5181.620895,97131,64,0,Corporate Auto,307.2,Four-Door Car
GY99495,Oregon,M,Master,6172.392406,0,84,0,Corporate Auto,403.2,Four-Door Car
FN67085,California,M,College,2487.358049,22331,64,0,Corporate Auto,61.20919,Four-Door Car
US82470,Arizona,M,Bachelor,13094.2046,37541,109,0,Corporate Auto,96.212835,SUV
UN53508,Oregon,F,Bachelor,4688.459288,27357,61,0,Corporate Auto,292.8,Four-Door Car
FK37308,Oregon,F,Doctor,2703.466256,0,72,0,Corporate Auto,41.927219,Two-Door Car
EW34780,California,F,Bachelor,11315.20373,11885,101,0,Personal Auto,484.8,Four-Door Car
HG97353,Oregon,F,Bachelor,8679.838135,52717,109,0,Corporate Auto,60.151529,Four-Door Car
FM31768,Arizona,F,High School or Below,5979.724161,57693,76,0,Personal Auto,547.2,Four-Door Car
DO18118,Oregon,F,High School or Below,10996.71336,0,104,0,Personal Auto,748.8,SUV
BC31913,Arizona,F,Bachelor,11718.41696,73903,73,0,Corporate Auto,439.361029,Four-Door Car
HB29169,Washington,F,Bachelor,42462.96794,0,281,1,Personal Auto,1499.806352,Luxury SUV
KO86181,Oregon,F,College,6941.872931,0,111,3,Personal Auto,532.8,SUV
NT38409,California,M,College,2551.314013,79452,65,0,Corporate Auto,187.683707,Four-Door Car
IP77666,Nevada,F,Bachelor,10656.88195,72540,88,0,Personal Auto,631.743039,Two-Door Car
KL80110,Arizona,F,College,9333.333631,89513,116,0,Personal Auto,232.945977,SUV
KR35099,Washington,M,College,7507.455372,60920,64,0,Personal Auto,231.201886,Two-Door Car
YP41539,Oregon,F,High School or Below,5320.081159,88669,66,1,Personal Auto,213.574473,Four-Door Car
MM10866,California,F,Bachelor,8609.158215,79090,107,0,Personal Auto,289.040734,SUV
WD88264,Washington,M,High School or Below,12298.6863,17101,113,0,Corporate Auto,542.4,SUV
XN18885,Oregon,M,High School or Below,7285.030983,44788,61,0,Personal Auto,386.031248,Four-Door Car
VB94165,Nevada,M,Master,6714.070698,0,93,1,Special Auto,604.270179,Two-Door Car
FG71665,Arizona,M,Bachelor,2810.464447,26790,71,0,Personal Auto,340.8,Two-Door Car
IV98398,California,M,Bachelor,15320.37177,81955,126,0,Corporate Auto,720.054248,SUV
YN39714,Oregon,F,High School or Below,8488.561363,80213,70,0,Personal Auto,440.268527,Two-Door Car
WL92199,Arizona,M,Doctor,2379.195759,0,66,0,Personal Auto,90.989464,Four-Door Car
KC36987,Oregon,M,Bachelor,13334.26763,47950,170,1,Personal Auto,780.990942,SUV
JW24212,Oregon,M,Bachelor,3123.080994,0,101,4,Personal Auto,960.115399,SUV
OG57342,Washington,M,Doctor,2382.706153,0,65,0,Corporate Auto,312,Four-Door Car
SN49269,Oregon,M,High School or Below,7812.889738,72353,66,0,Personal Auto,316.8,Two-Door Car
RE52529,California,F,High School or Below,14024.35839,81872,115,0,Corporate Auto,256.43803,Four-Door Car
EQ68292,Arizona,M,Bachelor,5334.784887,74606,68,0,Corporate Auto,109.112713,Two-Door Car
KF88603,Oregon,M,High School or Below,9700.35416,0,138,0,Personal Auto,993.6,SUV
JR62870,California,M,High School or Below,5703.288862,41438,72,0,Personal Auto,323.836677,Two-Door Car
NN40477,Arizona,F,Bachelor,4280.747008,52679,110,2,Personal Auto,528,Sports Car
JP40952,Arizona,M,High School or Below,3398.052277,0,101,0,Personal Auto,1183.780098,SUV
FG24548,Oregon,M,Bachelor,11044.10847,44524,70,0,Personal Auto,200.768848,Four-Door Car
DZ89536,Oregon,M,Master,3237.996209,60244,83,3,Corporate Auto,326.281835,Four-Door Car
GH64274,California,M,High School or Below,25805.26839,22711,82,0,Personal Auto,393.6,Two-Door Car
NX62002,Oregon,M,College,17497.52201,0,73,0,Corporate Auto,350.4,Two-Door Car
CV57391,Arizona,F,Bachelor,22261.0224,50398,71,0,Personal Auto,339.42418,Four-Door Car
ZN36983,California,M,College,9006.598402,0,86,1,Personal Auto,412.8,Four-Door Car
OT40088,Oregon,F,High School or Below,9904.977027,0,66,0,Personal Auto,475.2,Four-Door Car
CD56261,California,F,High School or Below,7432.203079,0,102,0,Corporate Auto,1037.274096,SUV
OG72448,Arizona,M,Bachelor,8150.573759,0,114,0,Personal Auto,1310.46158,Four-Door Car
IH64929,California,M,High School or Below,4956.247235,87197,63,0,Personal Auto,247.402353,Two-Door Car
FD20455,California,M,Bachelor,6537.051379,0,100,0,Personal Auto,720,Sports Car
ET89070,California,F,High School or Below,9448.833931,85221,117,0,Personal Auto,516.907624,Sports Car
DY87071,Arizona,M,High School or Below,7519.133631,96306,95,1,Personal Auto,185.355353,Four-Door Car
AX10148,California,F,Bachelor,2409.368488,0,66,0,Personal Auto,316.8,Four-Door Car
DB28487,California,F,High School or Below,17041.4383,22249,64,0,Personal Auto,455.191595,Four-Door Car
KU92052,California,F,High School or Below,4398.047053,0,62,0,Personal Auto,382.067564,Four-Door Car
FB17016,Oregon,F,Bachelor,5470.060561,54507,138,0,Personal Auto,702.990032,SUV
BM45823,Oregon,M,College,3173.032243,0,101,4,Personal Auto,484.8,Four-Door Car
NN53003,California,M,College,13258.17973,20754,184,0,Personal Auto,1324.8,Luxury SUV
LF94873,California,F,College,13045.37088,0,190,1,Personal Auto,1654.202174,SUV
VB57504,California,M,High School or Below,2560.691306,30027,65,0,Personal Auto,312,Four-Door Car
NT25078,Nevada,M,Bachelor,3387.77901,23156,88,2,Special Auto,422.4,Four-Door Car
FH86704,California,M,High School or Below,6439.330195,0,93,0,Personal Auto,669.6,Four-Door Car
KX32370,California,M,College,7078.948599,23222,90,0,Corporate Auto,252.938842,Two-Door Car
NN76284,California,F,College,2417.763236,0,65,0,Corporate Auto,468,Four-Door Car
LJ43988,California,F,Master,20492.7355,27317,102,0,Personal Auto,489.6,Four-Door Car
MM44301,California,F,College,7805.31287,21073,106,1,Corporate Auto,508.8,SUV
ED63600,California,M,College,22062.54841,0,225,0,Corporate Auto,1620,Luxury Car
RT37588,Arizona,F,High School or Below,11218.44173,69268,93,0,Personal Auto,19.170855,Two-Door Car
LF19061,Arizona,F,High School or Below,5427.484591,74561,68,1,Personal Auto,234.393625,Two-Door Car
EW73451,Arizona,M,High School or Below,2592.437797,72421,65,0,Personal Auto,312,Four-Door Car
UC29668,Oregon,F,Master,2601.351096,0,71,0,Corporate Auto,17.029835,Two-Door Car
